"PLOCode","PLOName","PLODescription","ProgramCode","AcademicProgram","CollegeCode","DepartmentCode"
"3668.4226.3","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.3","Repair aircraft to industry and regulatory standards. (AMT124, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230, PHY101)","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3668.4226.4","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.4","Overhaul aircraft to industry and regulatory standards. (AMT124, AMT126, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230)","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3668.4226.5","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.5","Practice industry and regulatory standards required for professional and ethical behavior. (AMT124, AMT126, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230)","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3668.4226.6","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.6","Mitigate human factors risk in aircraft maintenance operations. (AMT124, AMT230)","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3668.4226.7","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.7","Employ common safety practices when working on and around aircraft and related support equipment. (AMT124, AMT126, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230)","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3668.4226.8","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.8","Demonstrate effective oral and written communication skills specific to aviation maintenance concepts and technical processes. (AMT124, AMT126, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230, [FYC])","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3668.4226.9","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.9","Critically analyze a wide range of problems in the aviation industry to generate applicable solutions. ([FYC], (CRE), [MA], [HU], [SB], [SQ])","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3668.4226.10","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.10","Prepare for airframe written, oral, and practical exams. (AMT124, AMT126, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230)","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3668.4226.11","3668 - Aircraft Maintenance Technology-Airframe (AAS)-4226.11","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","3668AAS","3668 - Aircraft Maintenance Technology-Airframe (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.1","3670 - Aircraft Maintenance Technology (AAS)-4226.1","Utilize inspection and diagnostic techniques to maintain aircraft. (AMT124, AMT126, AMT128, AMT228, AMT230, AMT263, AMT264, AMT272, [MA], [SQ])","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.2","3670 - Aircraft Maintenance Technology (AAS)-4226.2","Service aircraft to industry and regulatory standards. (AMT124, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230, AMT263, AMT264, AMT266, AMT268, AMT270, AMT272)","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.3","3670 - Aircraft Maintenance Technology (AAS)-4226.3","Repair aircraft to industry and regulatory standards. (AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230, AMT263, AMT264, AMT266, AMT268, AMT270, AMT272, PHY101)","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.4","3670 - Aircraft Maintenance Technology (AAS)-4226.4","Overhaul aircraft to industry and regulatory standards. (AMT124, AMT128, AMT224, AMT226, AMT263, AMT264)","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.5","3670 - Aircraft Maintenance Technology (AAS)-4226.5","Practice industry and regulatory standards required for professional and ethical behavior. (AMT124, AMT126, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230, AMT263, AMT264, AMT266, AMT268, AMT270, AMT272)","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.6","3670 - Aircraft Maintenance Technology (AAS)-4226.6","Mitigate human factors risk in aircraft maintenance operations. (AMT124, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230, AMT263, AMT264, AMT266, AMT268, AMT270, AMT272)","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.7","3670 - Aircraft Maintenance Technology (AAS)-4226.7","Employ common safety practices when working on and around aircraft and related support equipment. (AMT124, AMT126, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230, AMT263, AMT264, AMT266, AMT268, AMT270, AMT272)","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.8","3670 - Aircraft Maintenance Technology (AAS)-4226.8","Demonstrate effective oral and written communication skills specific to aviation maintenance concepts and technical processes. (AMT124, AMT230, AMT263, AMT264, AMT266, AMT268, AMT270, AMT272, [FYC], (COM), (CRE))","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.9","3670 - Aircraft Maintenance Technology (AAS)-4226.9","Critically analyze a wide range of problems in the aviation industry to generate applicable solutions. ([FYC], [CRE], [MA], [HU], [SB], [SQ])","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3670.4226.10","3670 - Aircraft Maintenance Technology (AAS)-4226.10","Prepare for airframe written, oral, and practical exams. (AMT124, AMT126, AMT128, AMT220, AMT222, AMT224, AMT226, AMT228, AMT230, AMT263, AMT264, AMT266, AMT268, AMT270, AMT272)","3670AAS","3670 - Aircraft Maintenance Technology (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.1","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.1","Explain the operation of basic and advanced aircraft systems and instrumentation. (AET107, AET110, AET112, AET203, AET210, AET220, AET221, AET222, AET225, AET227, AET230, AET237, AET239, AET240)","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.2","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.2","Analyze and utilize navigational charts. (AET107, AET110, AET112, AET207, AET210, AET217, AET220, AET221, AET222, AET227, AET230, AET239)","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.3","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.3","Assess factors impacting aircraft performance during flight operations. (AET107, AET110, AET112, AET115, AET207, AET210, AET213, AET217, AET220, AET221, AET222, AET227, AET230, AET237, AET239, AET240, PHY101, [MA])","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.4","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.4","Plan and execute cross-country flights using visual and instrument flight rules. (AET107, AET110, AET112, AET207, AET210, AET217, AET220, AET221, AET222, AET227, AET230, AET237, AET239, AET240)","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.5","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.5","Operate an aircraft in visual and simulated instrument conditions. (AET110, AET112, AET210, AET220, AET221, AET222, AET230, AET239, AET240)","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.6","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.6","Demonstrate proper operation of a multi-engine airplane. (AET240)","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.7","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.7","Develop and teach ground and flight lesson plans. (AET227, AET230, [FYC], (COM), (CRE))","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.8","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.8","Demonstrate effective written and oral communication skills to diverse audiences. (AET227, AET229, AET230, [FYC], (COM), (CRE))","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.9","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.9","Practice industry accepted professionalism and ethical behavior. (AET110, AET112, AET210, AET220, AET221, AET222, AET227, AET229, AET230, AET239, AET240, UAS101, [HU], [SB])","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.10","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.10","Practice industry safety standards. (AET110, AET112, AET208, AET210, AET220, AET221, AET222, AET230, AET239, AET240, UAS107)","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3707.4226.11","3707 - Airway Science Technology, Flight Emphasis (AAS)-4226.11","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","3707AAS","3707 - Airway Science Technology, Flight Emphasis (AAS)","08AVATION","AVATION.APLDTECH"
"3727.4226.1","3727 - Organizational Management (AAS)-4226.1","Create and use effective oral, written, and visual business communication skills. (GBS120, (COM), (CRE), [FYC], [HU])","3727AAS","3727 - Organizational Management (AAS)","08BUSCIS","BUSCIS.BUS"
"3727.4226.2","3727 - Organizational Management (AAS)-4226.2","Critically evaluate the alternatives faced in business decision making to select the most effective and efficient solution. (GBS110, GBS151, MGT101, MGT175, MGT229, MGT251, TQM240, (CRE), [MA], [SG], [SQ])","3727AAS","3727 - Organizational Management (AAS)","08BUSCIS","BUSCIS.BUS"
"3727.4226.3","3727 - Organizational Management (AAS)-4226.3","Recognize ethical, legal, and global dimensions in business practice and how business integrates social responsibility into operations/decision making. (BPC110, CIS105, GBS110, GBS151, MGT101, MGT175, MGT229, MGT251, TQM240, [SB])","3727AAS","3727 - Organizational Management (AAS)","08BUSCIS","BUSCIS.BUS"
"3727.4226.4","3727 - Organizational Management (AAS)-4226.4","Research, locate, and evaluate business information in order to support evidence-based decisions. (BPC110, CIS105, GBS110 , GBS120, GBS151, MGT101, MGT175, MGT229, MGT251, TQM240, [FYC], [SB])","3727AAS","3727 - Organizational Management (AAS)","08BUSCIS","BUSCIS.BUS"
"3727.4226.5","3727 - Organizational Management (AAS)-4226.5","Use team collaboration to solve business problems. (BPC110, CIS105, GBS110, GBS151, MGT101, MGT229, MGT251,(COM), [HU])","3727AAS","3727 - Organizational Management (AAS)","08BUSCIS","BUSCIS.BUS"
"3727.4226.6","3727 - Organizational Management (AAS)-4226.6","Apply current technology to specific business tasks. (BPC110, CIS105)","3727AAS","3727 - Organizational Management (AAS)","08BUSCIS","BUSCIS.BUS"
"3727.4226.7","3727 - Organizational Management (AAS)-4226.7","Evaluate organizational structures and the functions of planning, organizing, leading, and controlling in a business setting. (GBS151, MGT175, MGT101, MGT229, TQM240)","3727AAS","3727 - Organizational Management (AAS)","08BUSCIS","BUSCIS.BUS"
"3727.4226.8","3727 - Organizational Management (AAS)-4226.8","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","3727AAS","3727 - Organizational Management (AAS)","08BUSCIS","BUSCIS.BUS"
"3765.4226.1","3765 - Mortuary Science (AAS)-4226.1","Explain the importance of funeral service professionals in developing relationships with the families and communities they serve. (GBS205, GBS206, GBS207, GBS151, MGT175, MGT251, MGT253, MSP101, MSP201, MSP205, MSP206, MSP208, MSP210, MSP211, PHI214, PSY101, PSY132, PSY156, (COM), (CRE), [FYC], [HU])","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.2","3765 - Mortuary Science (AAS)-4226.2","Identify standards of ethical conduct in funeral service practice. (ACC107, ACC111, ACC211, ACC212 BPC++++++, CIS++++++, GBS205, GBS206, GBS207, GBS151, MGT175, MGT251, MGT253, MSP101, MSP105, MSP202, MSP202LL, MSP205, MSP206, MSP207, MSP208, MSP210, MSP211, PHI214, PSY101, PSY132, PSY156, (COM), (CRE), [FYC], [HU])","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.3","3765 - Mortuary Science (AAS)-4226.3","Interpret how federal, state, and local laws apply to funeral service in order to ensure compliance. (ACC107, ACC111, ACC211, ACC212 BPC++++++, CIS++++++, GBS205, GBS206, GBS207, PHI214, GBS151, MGT175, MGT251, MGT253, MSP101, MSP105, MSP202, MSP202LL, MSP205, MSP206, MSP207, MSP207LL, MSP208, MSP210, MSP211, PSY101, PSY132, PSY156, (COM), (CRE), [FYC], [HU])","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.4","3765 - Mortuary Science (AAS)-4226.4","Apply principles of public health and safety in the handling and preparation of human remains. (BIO160, BIO201, BIO202, MSP101, MSP105, MSP201, MSP202, MSP202LL, MSP203, MSP204, MSP205, MSP206, MSP207, MSP207LL, MSP208, MSP209, MSP211)","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.5","3765 - Mortuary Science (AAS)-4226.5","Demonstrate technical skills in embalming and restorative art that are necessary for the preparation and handling of human remains. (BIO160, BIO201, BIO202, MSP202, MSP202LL, MSP203, MSP204, MSP205, MSP206, MSP207, MSP207LL, MSP208, MSP209, MSP211)","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.6","3765 - Mortuary Science (AAS)-4226.6","Demonstrate skills required for conducting arrangement conferences, visitations, services, and ceremonies. (ACC107, ACC111, ACC211, ACC212, BPC++++++, CIS++++++, GBS205, GBS206, GBS207, PHI214, GBS151, MGT175, MGT251, MGT253, MSP101, MSP105, MSP201, MSP202, MSP202LL, MSP205, MSP206, MSP207, MSP207LL, MSP208, MSP210, MSP211, PSY101, PSY132, PSY156, (COM), (CRE), [FYC], [HU], MA)","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.7","3765 - Mortuary Science (AAS)-4226.7","Describe the requirements and procedures for burial, cremation, and other accepted forms of final disposition of human remains. (ACC107, ACC111, ACC211, ACC212, BIO160, BIO201, BIO202, GBS205, GBS206, GBS207, PHI214, GBS151, MGT175, MGT251, MGT253, MSP101, MSP105, MSP201, MSP202, MSP202LL, MSP205, MSP206, MSP207, MSP207LL, MSP208, MSP210, MSP211, PSY101, PSY132, PSY156, (COM), [FYC], [HU])","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.8","3765 - Mortuary Science (AAS)-4226.8","Describe methods to address the grief-related needs of the bereaved. (MSP201, MSP205, MSP206, MSP208, MSP210, MSP211, PSY101, PSY132, PSY156, (COM), (CRE), [FYC], [HU])","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.9","3765 - Mortuary Science (AAS)-4226.9","Explain management skills associated with operating a funeral establishment. (ACC107, ACC111, ACC211, ACC212 BPC++++++, CIS++++++, GBS205, GBS206, GBS207, PHI214, GBS151, MGT175, MGT251, MGT253, MSP105, MSP202, MSP202LL, MSP205, MSP206, MSP207, MSP207LL, MSP208, MSP209, MSP210, MSP211, PSY101, PSY132, PSY156, (COM), (CRE), [FYC])","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3765.4226.10","3765 - Mortuary Science (AAS)-4226.10","Demonstrate verbal and written communication skills and research skills needed for funeral service practice. (ACC107, ACC111, ACC211, ACC212, BIO160, BIO201, BIO202, BPC++++++, CIS++++++, GBS205, GBS206, GBS207, PHI214, GBS151, MGT175, MGT251, MGT253, MSP101, MSP105, MSP201, MSP202, MSP202LL, MSP203, MSP204, MSP205, MSP206, MSP207, MSP207LL, MSP208, MSP209, MSP210, MSP211, PSY101, PSY156, (COM), (CRE), [FYC], [HU], MA)","3765AAS","3765 - Mortuary Science (AAS)","08HLTSCPUB","HLTSCPUB.MSP"
"3812.4226.1","3812 - Nursing (AAS)-4226.1","Provide advocacy and individualized care for diverse populations. (NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
"3812.4226.2","3812 - Nursing (AAS)-4226.2","Demonstrate accountability for legal and ethical behaviors that reflect standards of professional nursing practice. (NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
"3812.4226.3","3812 - Nursing (AAS)-4226.3","Coordinate nursing care for multiple patients in collaboration with health team members for the acquisition/achievement of shared outcomes. (NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
"3812.4226.4","3812 - Nursing (AAS)-4226.4","Discuss healthcare micro and macro systems and their impact on patient care. (NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
"3812.4226.5","3812 - Nursing (AAS)-4226.5","Integrate technology to provide safe quality care and improve patient outcomes, managing information confidentially and effectively. (NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
"3812.4226.6","3812 - Nursing (AAS)-4226.6","Demonstrate effective communication skills while fostering mutual respect and shared decision making with patients, families and colleagues. (NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
"3812.4226.7","3812 - Nursing (AAS)-4226.7","Function effectively within interdisciplinary teams fostering open communication, shared decision-making and team development. (NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
"3812.4226.8","3812 - Nursing (AAS)-4226.8","Provide safe, quality care while minimizing risk of harm to patients and providers. (BIO156, BIO181, BIO201, CHM130, CHM130LL, CHM130AA, NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
"3812.4226.9","3812 - Nursing (AAS)-4226.9","Demonstrate accountability for quality improvement of personal performance, patient care and health care systems. (NUR152, NUR172, NUR252, NUR283)","3812AAS","3812 - Nursing (AAS)","08NURSING","NURSING.NUR"
